flight,time,wind_speed,wind_angle,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,speed,payload,altitude,date,time_day,route,datetime,power
177,0.0,1.2999999523162842,59.0,-79.78281262560199,40.45903484986511,266.9045797928572,0.0010160632664337,0.0216263961046934,-0.998144805431366,0.0569055490195751,-0.0072818638010597,-0.0283654485832881,0.0202396463762296,-0.0070420526899397,-0.0071705384179949,-0.0027445147279649,-0.4602934739738703,-0.0508818584773689,-9.799974948763849,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.000,-0.5628936764429519
177,0.2,1.2999999523162842,58.0,-79.78281262009332,40.45903477194025,266.9054022997022,0.0010194941423833,0.0216716881841421,-0.9981395602226256,0.0569800212979316,-0.008968706136795,-0.0238708925477186,0.0200882477887124,0.0026396277826279,-0.000182262956514,0.003697745501995,-0.4594870333001018,-0.0528057203348726,-9.80034858584404,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.200,-0.1876909675246997
177,0.3,1.2999999523162842,57.0,-79.78281261238233,40.45903479352292,266.90753778511294,0.0010469920234754,0.0216821357607841,-0.9981384873390198,0.0569959878921508,-0.0103506655285838,-0.0271680652522562,0.0203292024327923,-0.0041430667042732,-0.0035118544474244,-0.0066365730017423,-0.4616897890716791,-0.042850086512044,-9.80050879955292,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.300,-0.5630430088020383
177,0.5,1.399999976158142,56.0,-79.78281267474918,40.45903474055942,266.9082856669426,0.0010788921499624,0.02166698127985,-0.9981342554092408,0.0570739135146141,-0.0023803669939906,-0.028732442068485,0.0201850945929639,-0.0068115703761577,-0.0054943575523793,-0.0011876354692503,-0.4570737777650357,-0.0590817470289766,-9.801585856676102,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.500,-0.1876710535101272
177,0.6,1.399999976158142,57.0,-79.78281267686506,40.4590347655299,266.9104380949736,0.0010868103709071,0.0216744355857372,-0.9981333613395692,0.0570881702005863,-0.0023979074626377,-0.0319746087435451,0.0203485106078572,0.0015122214099392,-0.0025230695027858,0.002246782882139,-0.4580414188653231,-0.0496422487590462,-9.801698123216632,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.600,-0.375302278991112
177,0.8,1.2999999523162842,63.0,-79.78281265520921,40.45903469449555,266.91117061370613,0.0011141583090648,0.0217237137258052,-0.9981279373168944,0.0571633130311965,-0.0083636926154568,-0.0271256986032871,0.0204845755448902,-0.0042822794057428,-0.0014461906393989,-0.0082466173917055,-0.4569917705655098,-0.0628799932496622,-9.80043980240822,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.800,-1.5013684280810349
177,0.9,1.2999999523162842,67.0,-79.78281270216458,40.45903464931333,266.90713157945873,0.0011249672388657,0.021728241816163,-0.9981261491775512,0.0571914836764335,-0.0018938212238585,-0.0315644371131861,0.0156667686609947,0.0045466683804988,0.0036256490275263,0.0047770533710718,-0.4583841022476554,-0.0610599925601855,-9.800091308355332,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:00.900,-0.3753620058680247
177,1.1,1.399999976158142,66.0,-79.78281270321304,40.45903467865953,266.9088552936316,0.0011134918313473,0.0217227842658758,-0.9981247186660768,0.0572192668914794,-0.0038492324044276,-0.0348330428300171,0.0159088654491763,-0.0063314889557659,-0.0045264940708875,-0.0026502674445509,-0.4606090408936143,-0.0502837796788662,-9.800263216495514,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.100,-0.3753620058680247
177,1.2,1.399999976158142,59.0,-79.7828127457785,40.45903457132058,266.9087885587812,0.001164001179859,0.0217689629644155,-0.9981207847595216,0.0572692826390266,0.0016733125565667,-0.0227630906697542,0.0176584709639049,-0.0031831746455281,-0.0013274500379338,-0.0012989221140742,-0.4576176784560085,-0.0544330689730122,-9.801006982326507,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.200,0.0
177,1.4,1.399999976158142,58.0,-79.7828127507053,40.45903459101086,266.9106601520777,0.0011666520731523,0.0217798445373773,-0.99811851978302,0.0573047511279583,0.0010807944963591,-0.0259300921621148,0.0177233142995843,0.0012581807095557,-0.0007562008686363,-0.0035407037939876,-0.4612081246823073,-0.0427006353344768,-9.800246844291689,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.400,0.1876909675246997
177,1.5,1.5,58.0,-79.7828127685503,40.459034525471424,266.91052492403986,0.0011688388185575,0.0217734742909669,-0.9981162548065186,0.0573460161685943,-0.0007831572079263,-0.0245154147455718,0.0182116457482576,-0.0059358347207307,-0.0032897817436605,-0.0054802712984383,-0.4598941091448069,-0.0451260558189824,-9.799419463276864,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.500,0.0
177,1.7,1.5,60.0,-79.78281276711955,40.45903447449584,266.908651684165,0.0011686672223731,0.0217900779098272,-0.9981126189231871,0.0574030689895153,-0.0049054941546047,-0.0251381544173759,0.015465988250271,-0.0067777344956994,-0.0033650619443506,-0.0045398762449622,-0.4584169928357005,-0.0620728856278583,-9.799692528247832,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.700,-0.1877009169485836
177,1.8,1.399999976158142,58.0,-79.78281276528614,40.45903449653342,266.9103186621666,0.0011856973869726,0.0217901952564716,-0.9981119632720948,0.0574136227369308,-0.0046091585383859,-0.0282847796798668,0.0155589384111823,0.0007992603932507,0.0029942784458398,-0.0014744488289579,-0.4592780318856239,-0.0485327989747747,-9.800357941389084,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:01.800,-0.5630430088020383
177,2.0,1.399999976158142,57.0,-79.78281280879185,40.45903441155222,266.9083009257317,0.0011868246365338,0.021810807287693,-0.9981088042259216,0.0574612729251384,0.0004057707059677,-0.023876910344793,0.0171312890995587,0.0019677749369293,0.0001952799939317,0.0045054559595882,-0.4577860782667994,-0.0623412682581693,-9.801174212694171,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:02.000,-0.1876610889194386
177,2.1,1.399999976158142,57.0,-79.78281281588234,40.459034457492095,266.9119713797569,0.0011820297222584,0.0218215174973011,-0.9981043934822084,0.0575337037444114,-8.646779298973126e-05,-0.0302520130898067,0.0172588708395059,0.0057275122962892,0.003925647586584,0.004672089125961,-0.4590138108283282,-0.0609054570458829,-9.799904782176018,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:02.100,-0.1876710535101272
177,2.3,1.399999976158142,53.0,-79.7828128327885,40.45903436099103,266.90923272514345,0.0011808536946773,0.021854730322957,-0.9981009364128112,0.0575811117887497,-0.0011053022774897,-0.0225559080652908,0.0148544718282824,-0.002226933138445,-0.0025730272755026,-0.0015832568751648,-0.4596851442754269,-0.0579339385963976,-9.800054470896722,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:02.300,-0.5630131605303866
177,2.4,1.2999999523162842,51.0,-79.78281284792098,40.45903429129861,266.90719853782656,0.0011864226544275,0.0218674130737781,-0.998098373413086,0.0576211549341678,-0.0010943362072674,-0.0217914420173478,0.0161086533938717,0.006734034512192,0.0021070677321404,0.0069755897857248,-0.4585758909210563,-0.0634056625049561,-9.799841632246972,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:02.400,0.0
177,2.6,1.2999999523162842,50.0,-79.78281285038261,40.45903433339228,266.91064150327446,0.001209596870467,0.0218712873756885,-0.9980947971343994,0.0576811768114566,-0.0019245181892618,-0.027885039500142,0.0161719156282738,0.0047368835657835,0.0050907009281218,0.00490034930408,-0.4611068216711283,-0.0459802883444354,-9.800112943053248,10.0,0.0,25,2019-07-09,12:50,R1,2019-07-09 12:50:02.600,-0.3752823801433442
