flight,time,wind_speed,wind_angle,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,speed,payload,altitude,date,time_day,route,datetime,power
277,0.0,2.0,130.0,-79.78278712729606,40.45904798120861,270.4089294960797,-0.0147444289177656,-0.0020304531790316,-0.980863392353058,0.1941278278827667,-0.0026921874166442,0.0074076784865571,0.0306610111443313,0.0039756242185831,0.0031515806913375,-0.0020254859700798,-0.0173900636017788,0.2660570099204779,-9.806057807207107,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.000,0.2027345116039332
277,0.1,2.0,129.0,-79.78278714304132,40.45904790337789,270.43338358309865,-0.0147483414039015,-0.0020247646607458,-0.9808651208877563,0.19411863386631,-0.0017851174939503,0.0090628317314973,0.0297814717286074,-0.0050206538289785,-0.0034921958576887,-0.0069646388292312,-0.022406080418732,0.2911203689128161,-9.802686302661895,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.100,0.2025951286687306
277,0.3,2.0,129.0,-79.78278713664196,40.45904789661865,270.4363532690406,-0.0147563926875591,-0.0020424120593816,-0.9808708429336548,0.1940890550613404,-0.0013755705332748,0.0092679898578098,0.02974770013047,0.000126609520521,-0.0021971780806779,0.0076763089746236,-0.0180677890148945,0.2659807951189578,-9.806414487361913,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.300,0.2026249921071869
277,0.4,2.0,131.0,-79.78278713904473,40.459047804891135,270.4637906281352,-0.0147320143878459,-0.0020509141031652,-0.9808804988861084,0.1940422058105468,-0.0016121936339085,0.0117319089338146,0.0317130240967553,-0.005738781299442,-0.0014410144649446,-0.006022079847753,-0.0205205520847812,0.2940665433369577,-9.80207819223404,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.400,0.0
277,0.61,2.0,131.0,-79.78278713179192,40.459047795899096,270.46695415210723,-0.0147399799898266,-0.0020618645939975,-0.9808840751647948,0.1940233707427978,-0.0013705546915012,0.0119028298599151,0.0317480416377803,-0.0028298588003963,-0.0023007402196526,0.0052845207974314,-0.0199457662180066,0.2667077136598527,-9.806619139909747,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.610,0.4054092963309562
277,0.71,1.8999999761581416,135.0,-79.78278713881478,40.459047712755606,270.49484792631864,-0.0147387143224477,-0.0020509271416813,-0.9808916449546814,0.1939850151538849,-0.0019298783640172,0.0112963934458061,0.0335335704756632,-0.0066471886821091,-0.0001112773679778,-0.0077432594262063,-0.020386915798299,0.2942850830219686,-9.803055846691132,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.710,0.4053296402726664
277,0.9,1.8999999761581416,136.0,-79.78278713086678,40.4590477041438,270.49819250684976,-0.0147510105744004,-0.002059745369479,-0.9808965921401978,0.19395911693573,-0.0016821732941943,0.0115437569367904,0.0336162778260237,-0.003035835456103,0.0007599764503538,0.0046252724714577,-0.0205288797989487,0.267306742630899,-9.807062943577767,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:00.900,0.4052499842143765
277,1.0,1.7999999523162842,135.0,-79.78278711225106,40.45904761780847,270.5247638328076,-0.014737076126039,-0.0020747953094542,-0.9809020161628724,0.1939327120780944,-0.0055022551319718,0.0123468280489085,0.0323202327534738,-0.0057813092134892,-0.0006539486348628,-0.0054046190343797,-0.0211741268984042,0.2942556094005704,-9.803085082769394,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:01.000,0.6079944604090008
277,1.2,1.7999999523162842,135.0,-79.78278713033798,40.45904755654063,270.55308687222004,-0.0147360041737556,-0.002079420723021,-0.9809141755104064,0.1938713043928146,-0.0032541698683454,0.0063095305366016,0.0333318833281467,0.0047117234207689,0.0043934970162808,-0.0036420573014765,-0.0200185937457718,0.2660887858830392,-9.807627784609798,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:01.200,0.2026946835747882
277,1.3,1.7999999523162842,132.0,-79.78278712190195,40.45904755281096,270.5564178330898,-0.0147327464073896,-0.0020894659683108,-0.9809166193008424,0.1938586682081222,-0.005339034744678,0.0065387245836098,0.0336872038440732,-0.0063994978554546,-0.0032268837094306,-0.0046785739250481,-0.0234506672224961,0.2888023133575917,-9.803473337888716,10.0,500.0,25,2019-10-24,9:45,R1,2019-10-24 09:45:01.300,0.4055088512370138
